kode_negara,negara,nama_indikator,kode_indikator,2017,2018,2019,2020
TEC,Europe & Central Asia (IDA & IBRD countries),"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.3262439132312,10.0744908261264,9.8982615505469,9.71175441652214
TGO,Togo,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,42.6,41.4,40.2,39.1
THA,Thailand,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.5,9.2,8.9,8.7
TJK,Tajikistan,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.5,25.3,25.0,24.9
TKM,Turkmenistan,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,34.2,34.1,33.9,33.4
TLA,Latin America & the Caribbean (IDA & IBRD countries),"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.3939832152582,15.0311144710055,14.7277092822441,14.5002276499837
TLS,Timor-Leste,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,41.4,40.6,39.6,38.7
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,39.902533909126,39.3434807294902,38.5595764016893,37.6229268023937
TON,Tonga,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.2,9.1,8.8,8.7
TSA,South Asia (IDA & IBRD),"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,31.8764606632544,30.358809839756,28.9424349682594,27.5499051306387
TSS,Sub-Saharan Africa (IDA & IBRD countries),"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,52.9500908356839,51.1058761277368,50.4776217602032,49.5806155476004
TTO,Trinidad and Tobago,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.9,19.5,19.2,18.8
TUN,Tunisia,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.5,15.1,14.4,13.5
TUR,Turkiye,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.1,9.7,9.4,9.1
TUV,Tuvalu,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.8,20.1,19.4,18.7
TZA,Tanzania,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,37.5,35.9,34.5,33.2
UGA,Uganda,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,38.1,37.3,36.9,36.6
UKR,Ukraine,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.7,8.5,8.3,8.2
UMC,Upper middle income,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.1,12.0,11.7,11.7
URY,Uruguay,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.8,6.5,6.2,6.1
USA,United States,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.6,5.6,5.5,5.5
UZB,Uzbekistan,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.4,15.6,14.9,14.4
VCT,St. Vincent and the Grenadines,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1,13.5,12.8,12.2
VEN,"Venezuela, RB","Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,21.2,21.2,21.2,21.2
VGB,British Virgin Islands,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.6,13.4,13.0,12.7
VNM,Viet Nam,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.9,14.5,14.1,13.7
VUT,Vanuatu,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.2,15.2,15.1,15.1
WLD,World,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,30.0,29.6,29.2,29.1
WSM,Samoa,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.5,14.2,14.9,13.6
XKX,Kosovo,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.5,10.8,10.2,9.6
YEM,"Yemen, Rep.","Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,40.1,39.7,39.0,37.6
ZAF,South Africa,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,26.8,25.8,25.1,24.5
ZMB,Zambia,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,38.8,37.7,36.1,35.7
ZWE,Zimbabwe,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,54.2,54.4,55.8,57.8
