kode_negara,negara,nama_indikator,kode_indikator,2017,2018,2019,2020
TSS,Sub-Saharan Africa (IDA & IBRD countries),"Population, total",SP.POP.TOTL,1080941647.0,1109997000.0,1139315618.0,1169015451.0
TTO,Trinidad and Tobago,"Population, total",SP.POP.TOTL,1356633.0,1359193.0,1363985.0,1366725.0
TUN,Tunisia,"Population, total",SP.POP.TOTL,11650498.0,11765514.0,11875081.0,11974057.0
TUR,Turkiye,"Population, total",SP.POP.TOTL,80312698.0,81407204.0,82579440.0,83384680.0
TUV,Tuvalu,"Population, total",SP.POP.TOTL,10869.0,10751.0,10581.0,10399.0
TZA,Tanzania,"Population, total",SP.POP.TOTL,55652890.0,57437145.0,59174891.0,60972798.0
UGA,Uganda,"Population, total",SP.POP.TOTL,40177388.0,41565831.0,42999637.0,44457152.0
UKR,Ukraine,"Population, total",SP.POP.TOTL,45436041.0,45208907.0,44957458.0,44680014.0
UMC,Upper middle income,"Population, total",SP.POP.TOTL,2731150081.0,2751574852.0,2769964564.0,2784871872.0
URY,Uruguay,"Population, total",SP.POP.TOTL,3388438.0,3394534.0,3397206.0,3398968.0
USA,United States,"Population, total",SP.POP.TOTL,326608609.0,328529577.0,330226227.0,331577720.0
UZB,Uzbekistan,"Population, total",SP.POP.TOTL,31819178.0,32373490.0,32964701.0,33586372.0
VCT,St. Vincent and the Grenadines,"Population, total",SP.POP.TOTL,105663.0,104926.0,104167.0,103526.0
VEN,"Venezuela, RB","Population, total",SP.POP.TOTL,30565323.0,29807592.0,28938098.0,28444077.0
VGB,British Virgin Islands,"Population, total",SP.POP.TOTL,32699.0,34657.0,36395.0,37135.0
VIR,Virgin Islands (U.S.),"Population, total",SP.POP.TOTL,107281.0,107001.0,106669.0,106290.0
VNM,Viet Nam,"Population, total",SP.POP.TOTL,95176977.0,96237319.0,97173776.0,98079191.0
VUT,Vanuatu,"Population, total",SP.POP.TOTL,278507.0,285259.0,291985.0,298858.0
WLD,World,"Population, total",SP.POP.TOTL,7614523410.0,7697233736.0,7778008621.0,7854748424.0
WSM,Samoa,"Population, total",SP.POP.TOTL,205415.0,207582.0,209780.0,211944.0
XKX,Kosovo,"Population, total",SP.POP.TOTL,1791019.0,1797086.0,1788891.0,1790151.0
YEM,"Yemen, Rep.","Population, total",SP.POP.TOTL,33090921.0,34085182.0,35111408.0,36134863.0
ZAF,South Africa,"Population, total",SP.POP.TOTL,57635162.0,58613001.0,59587885.0,60562381.0
ZMB,Zambia,"Population, total",SP.POP.TOTL,17441320.0,17973569.0,18513839.0,19059395.0
ZWE,Zimbabwe,"Population, total",SP.POP.TOTL,14812482.0,15034452.0,15271368.0,15526888.0
